title,latitude,longitude,additional_info
Berhida,47.11383160781537,18.12572479248047,N/A
Balatonudvari,46.907356549203,17.80780792236328,N/A
Balatonfüred-3,46.979549654353946,17.882652282714844,N/A
Balatonfüred-2,46.96174481853686,17.85999298095703,N/A
Balatonfüred-1,46.961510504873104,17.85999298095703,N/A
Balatonfőkajár,47.022865599574345,18.208465576171875,N/A
Balatonederics,46.81321897604195,17.37590789794922,N/A
Balatonakali,46.88389629290964,17.765235900878906,N/A
Bakonytamási,47.40903824925428,17.730560302734375,N/A
Bakonybél,47.2526695623059,17.733993530273438,N/A
Badacsonytomaj,46.8226166688049,17.508087158203125,N/A
Alsóörs,46.99617776437492,17.96985626220703,N/A
Ajka-Padragkút,47.04907224143278,17.56061553955078,N/A
Ajka,47.111261437080344,17.567481994628906,N/A
Adásztevel,47.30530951077586,17.549285888671875,N/A
Jánosháza,47.11616801895477,17.159271240234375,N/A
Celldömölk-2,47.25779610603277,17.16339111328125,N/A
Celldömölk-1,47.2587281515701,17.161331176757812,N/A
Tolnanémedi,46.71915170604123,18.48346710205078,N/A
Tamási,46.638829638007735,18.27678680419922,N/A
Simontornya-2,46.73491942692584,18.535995483398438,N/A
Simontornya-1,46.744566057563844,18.55865478515625,N/A
Pincehely,46.688308965399955,18.449134826660156,N/A
Paks,46.631050197764694,18.858375549316406,N/A
Ozora,46.749741586883374,18.394546508789062,N/A
Nagyszokoly,46.71915170604123,18.202972412109375,N/A
Nagykónyi,46.584350070440536,18.19713592529297,N/A
Nagydorog,46.639301083291826,18.647232055664062,N/A
Kisszékely,46.674176635645125,18.54114532470703,N/A
Felsőnyék,46.78078432765264,18.27472686767578,N/A
Értény,46.61100709543962,18.146324157714844,N/A
Dunaföldvár,46.794888750918744,18.92017364501953,N/A
Bölcske,46.745036580763326,18.959999084472656,N/A
Györköny,46.63505792785671,18.688087463378906,N/A
Tab,46.73821359241313,18.026504516601562,N/A
Szőlősgyörök,46.70361481781353,17.670822143554688,N/A
Szólád,46.77349559424741,17.846603393554688,N/A
Somogyvár-2,46.58293428653607,17.6715087890625,N/A
Somogyvár-1,46.58269831895737,17.6715087890625,N/A
Somogyvámos,46.564053634737405,17.68421173095703,N/A
Somogyszentpál,46.637651006826246,17.473411560058594,N/A
Somogyacsa,46.58765342243197,17.952346801757812,N/A
Siófok-2,46.87732558187872,18.081436157226562,N/A
Siófok-1,46.90712199744462,18.079376220703125,N/A
Nikla,46.571606684242255,17.52147674560547,N/A
Nagycsepely-1,46.745036580763326,17.839393615722656,N/A
Nagyberény,46.794653707482524,18.170700073242188,N/A
Marcali-2,46.56499782344176,17.40955352783203,N/A
Marcali-1,46.573022763938354,17.402687072753906,N/A
Lengyeltóti,46.67323434889144,17.655029296875,N/A
Látrány,46.74997682640901,17.749099731445312,N/A
Kötcse,46.74809488145621,17.860336303710938,N/A
Kőröshegy,46.81533360011676,17.901535034179688,N/A
Kéthely,46.64990751621153,17.385520935058594,N/A
Karád,46.681243262602095,17.841796875,N/A
Gamás,46.61478048158949,17.75218963623047,N/A
Fiad,46.63977252446813,17.83184051513672,N/A
Buzsák-2,46.65956934465248,17.57366180419922,N/A
Buzsák-1,46.65155721887825,17.567138671875,N/A
Bálványos,46.78031411656016,17.961273193359375,N/A
Balatonszemes,46.809224459253954,17.782058715820312,N/A
Balatonszárszó,46.82520074637074,17.845916748046875,N/A
Balatonszabadi,46.898442860864776,18.125038146972656,N/A
Balatonőszöd,46.80334963091315,17.804718017578125,N/A
Balatonkeresztúr,46.690192996734226,17.381057739257812,N/A
Balatonendréd,46.848217045721555,17.97191619873047,N/A
Balatonboglár,46.771144179461885,17.674942016601562,N/A
Balatonberény,46.70738174688469,17.301406860351562,N/A
Bábonymegyer-2,46.766205874237414,18.092079162597656,N/A
Bábonymegyer-1,46.76314860125453,18.117828369140625,N/A
Andocs,46.64566519258497,17.920761108398438,N/A
Ádánd,46.85150428371813,18.16761016845703,N/A
Zsámbok,47.54571289440864,19.61231231689453,N/A
Zsámbék-2,47.55196959449219,18.714523315429688,N/A
Zsámbék-1,47.55173787817856,18.714866638183594,N/A
Verseg,47.71877043640643,19.548110961914062,N/A
Verőce,47.83182640315488,19.041709899902344,N/A
Veresegyház,47.65451917328042,19.28272247314453,N/A
Vecsés,47.412755670911366,19.276199340820312,N/A
Vámosmikola,47.97130672766582,18.772544860839844,N/A
Valkó,47.56146908123591,19.50519561767578,N/A
Vác-2,47.788017552852295,19.133377075195312,N/A
Vác-1,47.792630751052656,19.12067413330078,N/A
Üllő,47.38021933437071,19.339370727539062,N/A
Úri,47.41461428334276,19.511032104492188,N/A
Tura,47.60199630847376,19.598922729492188,N/A
Törtel,47.11336431327774,19.929542541503906,N/A
Tököl,47.31508638552833,18.963775634765625,N/A
Tóalmás,47.50908463808639,19.67548370361328,N/A
Tinnye,47.62282666656367,18.780784606933594,N/A
Tápiószele,47.32649045359841,19.869461059570312,N/A
Tápióság,47.40299687942138,19.62535858154297,N/A
Tápiógyörgye,47.34231242892167,19.938812255859375,N/A
Tápióbicske,47.35766451869043,19.701919555664062,N/A
Tahitótfalu,47.74347914666066,19.09870147705078,N/A
Szokolya,47.870762171261845,19.008750915527344,N/A
Szob,47.81707386519432,18.875885009765625,N/A
Szentmártonkáta,47.45873704984453,19.69573974609375,N/A
Szentlőrinckáta,47.516041337581015,19.759254455566406,N/A
Szentendre,47.673941568444064,19.074325561523438,N/A
Sülysáp,47.44643284108918,19.534034729003906,N/A
Sóskút,47.40183499809345,18.823699951171875,N/A
Ráckeve,47.15143535829051,18.93115997314453,N/A
Pomáz-2,47.65428791076272,19.001197814941406,N/A
Pomáz-1,47.654056647220784,19.000511169433594,N/A
Pilisvörösvár,47.62328946917188,18.89923095703125,N/A
Pilis-2,47.283188479093155,19.53540802001953,N/A
Pilis-1,47.283654280378784,19.534378051757812,N/A
Penc,47.80485374589338,19.256973266601562,N/A
Pécel,47.48681700239308,19.33147430419922,N/A
Páty,47.51743256681715,18.83502960205078,N/A
Örkény,47.136957558964724,19.443740844726562,N/A
Őrbottyán,47.68318778815828,19.265213012695312,N/A
Ócsa,47.295996520020026,19.239463806152344,N/A
Nagykőrös,47.022163458963064,19.777450561523438,N/A
Nagykáta,47.418099004845885,19.730072021484375,N/A
Nagybörzsöny,47.93681689170651,18.819580078125,N/A
Monor,47.35673421612597,19.453697204589844,N/A
Maglód,47.442485598302,19.35516357421875,N/A
Kosd,47.803008949806866,19.174575805664062,N/A
Kóka,47.480088463463204,19.58759307861328,N/A
Kiskunlacháza,47.18364598278902,18.998451232910156,N/A
Jászkarajenő,47.05866252621209,20.057945251464844,N/A
Isaszeg,47.52485183309594,19.398422241210938,N/A
Gyömrő-2,47.41763438863657,19.40631866455078,N/A
Gyömrő-1,47.416705143918506,19.38434600830078,N/A
Gödöllő,47.58972566021154,19.35688018798828,N/A
Göd,47.71715357016649,19.14642333984375,N/A
Gomba,47.36580396648148,19.53197479248047,N/A
Galgamácsa,47.68942806015855,19.383316040039062,N/A
Galgagyörk,47.738168917690246,19.363746643066406,N/A
Fót,47.60361674500996,19.206161499023438,N/A
Érd,47.36324598963432,18.92669677734375,N/A
Dunaharaszti,47.35557131485476,19.09252166748047,N/A
Dömsöd,47.1016806162622,19.020423889160156,N/A
Domony,47.64896859017401,19.425888061523438,N/A
Dabas-3,47.16357498846736,19.33147430419922,N/A
Dabas-2,47.18597932702906,19.303665161132812,N/A
Dabas-1,47.18621265581214,19.303321838378906,N/A
Csővár,47.81615169235826,19.324264526367188,N/A
Csömör,47.548493742210496,19.236717224121094,N/A
Csobánka,47.6408729323004,18.95793914794922,N/A
Cegléd,47.152836226396346,19.794960021972656,N/A
Bugyi,47.22632994786301,19.139556884765625,N/A
Budakeszi,47.51720069783943,18.916397094726562,N/A
Budakalász,47.62074400412345,19.037246704101562,N/A
Biatorbágy,47.45757639841469,18.81511688232422,N/A
Aszód,47.65266904446102,19.48528289794922,N/A
Alsónémedi,47.31252595028255,19.15569305419922,N/A
Albertirsa-3,47.23495586520937,19.62261199951172,N/A
Albertirsa-2,47.234256518805836,19.62261199951172,N/A
Albertirsa-1,47.25010610432625,19.60132598876953,N/A
Acsa,47.79101617826262,19.393272399902344,N/A
Abony,47.18481266772932,20.024986267089844,N/A
Szigetszentmiklós,47.35091945348444,19.058189392089844,N/A
Piliscsaba,47.626066198779796,18.825416564941406,N/A
Kisnémedi,47.74163217193163,19.28924560546875,N/A
Kemence,48.01932418480118,18.890304565429688,N/A
Ecser,47.44712938259963,19.315338134765625,N/A
Varsány,48.03723312568616,19.485626220703125,N/A
Vanyarc,47.815229503143854,19.454727172851562,N/A
Tolmács,47.92738566360356,19.107627868652344,N/A
Terény,47.94877597517643,19.44408416748047,N/A
Szügy,48.03470788274339,19.31121826171875,N/A
Szurdokpüspöki,47.86569526474321,19.697799682617188,N/A
Szirák,47.833209238630815,19.525108337402344,N/A
Szécsény,48.08358376568458,19.51343536376953,N/A
Szécsénke,47.89908165857702,19.339370727539062,N/A
Szarvasgede,47.82859964374097,19.646987915039062,N/A
Salgótarján,48.11614191094256,19.81006622314453,N/A
Romhány,47.921173915514174,19.270362854003906,N/A
Pusztaberki,47.976822965139775,19.16290283203125,N/A
Pásztó,47.93060627634688,19.696426391601562,N/A
Nógrád,47.904145300440064,19.035873413085938,N/A
Nagyoroszi,48.00094957553023,19.088058471679688,N/A
Kétbodony,47.94072689647206,19.2864990234375,N/A
Herencsény,47.97866158001139,19.478416442871094,N/A
Érsekvadkert,47.99198957972257,19.196548461914062,N/A
Erdőtarcsa,47.76009897043568,19.535751342773438,N/A
Ecseg,47.899772184360046,19.610252380371094,N/A
Drégelypalánk,48.04939847060561,19.06024932861328,N/A
Dorogháza,47.98279822407733,19.89177703857422,N/A
Diósjenő,47.94670633179334,19.042739868164062,N/A
Cserhátszentiván,47.94279677928037,19.58484649658203,N/A
Csécse,47.86062786286402,19.61437225341797,N/A
Cered,48.14295249532114,19.960784912109375,N/A
Bercel,47.878131332845186,19.410781860351562,N/A
Becske,47.91519152713508,19.373703002929688,N/A
Bánk,47.922554368444,19.182815551757812,N/A
Balassagyarmat,48.07349114169716,19.301605224609375,N/A
Alsópetény,47.87882213801328,19.250450134277344,N/A
Karancslapujtő/lapujtő,48.1557799590357,19.70947265625,N/A
Úny,47.64272347900328,18.74267578125,N/A
Tatabánya,47.52995197003574,18.46149444580078,N/A
Tata,47.638559656739545,18.318328857421875,N/A
Szákszend,47.553591580000926,18.176193237304688,N/A
Süttő,47.75409797968001,18.44982147216797,N/A
Súr,47.36882687011121,18.023757934570312,N/A
Nyergesújfalu,47.75202055239123,18.572731018066406,N/A
Nagyigmánd,47.642260848473,18.077659606933594,N/A
Mocsa,47.67324803590927,18.177566528320312,N/A
Lábatlan,47.74417174528966,18.494110107421875,N/A
Kömlőd,47.548725472867744,18.269920349121094,N/A
Komárom / Szőny,47.7240826436356,18.162460327148438,N/A
Kerékteleki,47.51395442456294,17.943763732910156,N/A
Héreg,47.64827472580504,18.503379821777344,N/A
Esztergom-2,47.78847889109966,18.7481689453125,N/A
Esztergom-1,47.78709486407254,18.747825622558594,N/A
Dömös,47.76402232094469,18.904380798339844,N/A
Dág,47.66631220360915,18.719329833984375,N/A
Dad,47.512331212612565,18.22528839111328,N/A
Bana,47.65706299337808,17.91698455810547,N/A
Bakonybánk,47.46384361176311,17.902908325195312,N/A
Ács,47.715536653750945,18.01586151123047,N/A
Kisbér,47.48913698840556,18.02753448486328,N/A
Zagyvarékas,47.27200801780663,20.130386352539062,N/A
Vezseny,47.02895043138594,20.21862030029297,N/A
Tiszavárkony,47.05959807141451,20.187721252441406,N/A
Tiszasüly,47.38765798253942,20.38890838623047,N/A
Tiszaföldvár,46.980720817331274,20.243682861328125,N/A
Szolnok-3,47.163108130899104,20.17261505126953,N/A
Szolnok-2,47.16357498846736,20.172271728515625,N/A
Szolnok-1,47.165208957647394,20.17261505126953,N/A
Pusztamonostor,47.555676916174576,19.80113983154297,N/A
Öcsöd,46.89961579926725,20.37792205810547,N/A
Nagyrév,46.948387301863534,20.13690948486328,N/A
Kunszentmárton-2,46.829428969009626,20.28247833251953,N/A
Jászladány-2,47.35836223484992,20.161972045898438,N/A
Jászladány-1,47.37417465983495,20.172271728515625,N/A
Jászkisér,47.45409429040001,20.230636596679688,N/A
Jászjákóhalma,47.51766443477024,20.00232696533203,N/A
Jászfényszaru,47.55938397557884,19.7259521484375,N/A
Jászfelsőszentgyörgy,47.50630170007241,19.777450561523438,N/A
Jászdózsa,47.56563904359584,20.0006103515625,N/A
Jászberény,47.48681700239308,19.913063049316406,N/A
Jászárokszállás,47.64896859017401,19.98687744140625,N/A
Jászapáti,47.515809462455394,20.1544189453125,N/A
Jászalsószentgyörgy,47.3730121429806,20.105323791503906,N/A
Jánoshida,47.37556964623241,20.05657196044922,N/A
Csépa,46.80687460491035,20.1324462890625,N/A
Cibakháza,46.958464333859325,20.203170776367188,N/A
Alattyán,47.43110659420498,20.043182373046875,N/A
Tarnaméra,47.6473495589739,20.15270233154297,N/A
Bátonyterenye,47.971766436629736,19.83856201171875,N/A
Zaránk,47.63994763436705,20.10944366455078,N/A
Verpelét,47.83897065647568,20.227203369140625,N/A
Tófalu,47.77532914630373,20.241966247558594,N/A
Tarnazsadány,47.67417274390738,20.1544189453125,N/A
Tarnaszentmiklós,47.52461999690652,20.379638671875,N/A
Tarnaszentmária,47.879052404355775,20.20008087158203,N/A
Tarnabod,47.68272551608902,20.22686004638672,N/A
Szilvásvárad,48.10811893078005,20.38238525390625,N/A
Szajla,47.96418071541228,20.141029357910156,N/A
Sirok,47.93336664193035,20.19664764404297,N/A
Recsk,47.94118687759186,20.10772705078125,N/A
Pétervására,48.0172573680851,20.098114013671875,N/A
Pély,47.496328293828896,20.34496307373047,N/A
Parád,47.9264654516972,20.028076171875,N/A
Nagyfüged,47.5686504766426,20.1104736328125,N/A
Ludas,47.731241718059294,20.093994140625,N/A
Lőrinci,47.734474525900765,19.704666137695312,N/A
Kápolna,47.75709856157354,20.241966247558594,N/A
Kál-2,47.73678355148695,20.27080535888672,N/A
Kál-1,47.73331997471024,20.262222290039062,N/A
Istenmezeje-2,48.082436976305985,20.056228637695312,N/A
Hort,47.69035248140571,19.774703979492188,N/A
Hevesvezekény,47.55845723531618,20.364532470703125,N/A
Heves,47.5869470007101,20.27149200439453,N/A
Hatvan,47.66723703450518,19.713592529296875,N/A
Gyöngyöspata,47.8175349454705,19.78191375732422,N/A
Gyöngyöshalász,47.73863069823332,19.927139282226562,N/A
Gyöngyös,47.79332269546384,19.905166625976562,N/A
Feldebrő,47.81131001626008,20.225830078125,N/A
Erk,47.604542686208845,20.07476806640625,N/A
Erdőtelek,47.686423577943685,20.302391052246094,N/A
Egerszólát,47.888262218856994,20.271148681640625,N/A
Eger,47.888031993450795,20.371742248535156,N/A
Ecséd,47.7358599535396,19.772987365722656,N/A
Domoszló,47.83136544980749,20.11699676513672,N/A
Detk,47.74878883398736,20.10223388671875,N/A
Csány,47.64850601495226,19.837875366210938,N/A
Bükkszentmárton,48.07211472138644,20.339126586914062,N/A
Bükkszenterzsébet,48.05536532524448,20.163345336914062,N/A
Bükkszék,47.98670475022843,20.174331665039062,N/A
Bodony,47.94026691125947,20.021209716796875,N/A
Bélapátfalva,48.050545996347665,20.357322692871094,N/A
Bátor,47.99038121064382,20.25981903076172,N/A
Balaton,48.09046396506275,20.303077697753906,N/A
Átány,47.62190104905554,20.36590576171875,N/A
Apc,47.800472248211776,19.69127655029297,N/A
Aldebrő,47.78709486407254,20.234756469726562,N/A
Veszprémvarsány,47.42297722751883,17.822914123535156,N/A
Tét,47.53064740483191,17.510147094726562,N/A
Szany,47.46593251685897,17.305870056152344,N/A
Rétalap,47.60199630847376,17.911148071289062,N/A
Rajka,47.9977333458022,17.208709716796875,N/A
Potyond,47.55266473728602,17.181930541992188,N/A
Pannonhalma,47.542004867838784,17.759056091308594,N/A
Nyúl,47.59782924118147,17.686614990234375,N/A
Mosonmagyaróvár,47.86385263046566,17.27977752685547,N/A
Mezőörs,47.57351473351716,17.872695922851562,N/A
Győrújbarát,47.60338525714934,17.618637084960938,N/A
Győrszemere,47.55173787817856,17.561988830566406,N/A
Győrasszonyfa,47.49980760421661,17.804031372070312,N/A
Győr-2,47.68965916700648,17.61280059814453,N/A
Győr-1,47.70052003370495,17.639923095703125,N/A
Felpéc,47.526242828715596,17.593917846679688,N/A
Farád,47.60778335133497,17.190513610839844,N/A
Darnózseli,47.85532959487938,17.416763305664062,N/A
Csorna,47.60708893999558,17.243728637695312,N/A
Cakóháza,47.699133666043394,17.28973388671875,N/A
Bőny,47.64827472580504,17.858619689941406,N/A
Bezi,47.67532860586195,17.384490966796875,N/A
Ásványráró,47.83044353082957,17.49195098876953,N/A
Zámoly,47.3090342477478,18.418235778808594,N/A
Velence,47.243114224640834,18.638648986816406,N/A
Vál,47.359059941783244,18.67023468017578,N/A
Tác,47.07386310181414,18.41480255126953,N/A
Tabajd,47.4057852900587,18.63109588623047,N/A
Székesfehérvár,47.20487563550239,18.425445556640625,N/A
Szabadhídvég,46.8167433033052,18.277816772460938,N/A
Szabadbattyán,47.124578249690956,18.36467742919922,N/A
Soponya,47.01724821611785,18.438491821289062,N/A
Sárosd,47.04977402806796,18.630752563476562,N/A
Sárkeresztúr,47.01443930276005,18.540802001953125,N/A
Sárbogárd,46.880376369216975,18.62079620361328,N/A
Rácalmás,47.013268878586274,18.947296142578125,N/A
Polgárdi,47.060299719543764,18.298416137695312,N/A
Perkáta,47.05679138656117,18.781814575195312,N/A
Mór,47.36998947922382,18.195419311523438,N/A
Mezőszilas,46.830368528873606,18.46424102783203,N/A
Mezőszentgyörgy,47.00062666295631,18.278846740722656,N/A
Mezőkomárom,46.8221468231753,18.301162719726562,N/A
Mezőfalva,46.92658630082488,18.78009796142578,N/A
Martonvásár,47.319508663300525,18.79039764404297,N/A
Lovasberény,47.31601742213269,18.553504943847656,N/A
Lajoskomárom,46.838354124591945,18.334808349609375,N/A
Kápolnásnyék,47.24008412349468,18.682937622070312,N/A
Káloz,46.96455650245838,18.485183715820312,N/A
Kajászó,47.32067235909415,18.731689453125,N/A
Iváncsa,47.141394722932944,18.82678985595703,N/A
Gárdony,47.2041758922193,18.637619018554688,N/A
Felcsút-2,47.45989767565368,18.581314086914062,N/A
Felcsút-1,47.46129039280544,18.603286743164062,N/A
Ercsi,47.25383472946095,18.907127380371094,N/A
Enying-Balatonbozsok,46.948387301863534,18.21979522705078,N/A
Enying,46.92611736459702,18.25275421142578,N/A
Dunaújváros,46.98423415234012,18.93871307373047,N/A
Csősz,47.030120511831626,18.411026000976562,N/A
Csákvár,47.39253902496185,18.44776153564453,N/A
Csabdi,47.51696882783702,18.617019653320312,N/A
Cece,46.762443052080044,18.638992309570312,N/A
